"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000009030",599.949378334614,-0.267224145789948,0.0776398671488215,-3.44184187329595,0.000577767879751437,0.220892215786569
"ENSMUSG00000056687",44.7375091316148,-2.00067349949516,0.586184233565209,-3.41304556645432,0.000642411998750511,0.230139324578517
"ENSMUSG00000008475",1527.61961535677,1.31927441986292,0.386906959900933,3.40979759113333,0.000650111086379993,0.230139324578517
"ENSMUSG00000028957",1639.55108671773,0.555064208133818,0.162490966408827,3.41596964065854,0.000635553321822634,0.230139324578517
"ENSMUSG00000093989",320.831469534887,1.00997892471449,0.296097114599968,3.41097185657815,0.000647317725873809,0.230139324578517
"ENSMUSG00000001844",668.881324724718,0.306347342307885,0.090386420441491,3.38930716374801,0.000700694728023738,0.243536007652759
"ENSMUSG00000024442",1541.53108984298,0.371484692918674,0.11013339634718,3.37304310263549,0.000743423140519819,0.250203732070513
"ENSMUSG00000033327",335.396976746503,0.569789686098557,0.168973294979474,3.37206945137558,0.000746056326010634,0.250203732070513
"ENSMUSG00000067825",396.364895093834,-1.34793687140187,0.401651096751423,-3.3559895200189,0.000790815654188876,0.259795580070297
"ENSMUSG00000028996",26.6456529459355,2.20715122431837,0.658426680734845,3.35215945662325,0.000801838210093511,0.259795580070297
"ENSMUSG00000075703",356.39511241467,-1.65236854929603,0.495677024177891,-3.33355888753685,0.000857425192856075,0.273175666443946
"ENSMUSG00000090110",189.161030126709,0.498560604311225,0.150774401131904,3.306666122156,0.000944133502186875,0.295869770947612
"ENSMUSG00000030781",7398.03614496291,0.501151612597231,0.152970247592314,3.2761378142818,0.00105237195093424,0.324470035710628
"ENSMUSG00000071653",127.59694265732,0.804791402529342,0.246535032573349,3.26440990608465,0.00109692342506278,0.332837907833335
"ENSMUSG00000083012",127.51685220452,1.0365630724593,0.320986267081145,3.2293066051865,0.00124090778361979,0.344777732311422
"ENSMUSG00000021196",1310.65402054288,-0.581879533515228,0.180463321018738,-3.2243645425034,0.00126252569898512,0.344777732311422
"ENSMUSG00000031342",91.3871644013497,-1.19271460265756,0.368642449696887,-3.23542392808604,0.0012146224634255,0.344777732311422
"ENSMUSG00000045098",1141.80623936614,0.420004427354653,0.130134538797256,3.2274631411189,0.00124893130389827,0.344777732311422
"ENSMUSG00000001349",46.8460805817575,2.88270226229286,0.888470346814467,3.24456778172568,0.00117629018333322,0.344777732311422
"ENSMUSG00000030954",119.266605928058,-0.799205665632509,0.245990140056654,-3.24893373957365,0.00115838457717542,0.344777732311422
"ENSMUSG00000054619",9352.88485721929,-2.51557115093575,0.777925991978965,-3.23368954999998,0.00122202213309951,0.344777732311422
"ENSMUSG00000097077",3.46832262426705,-5.13848377792982,1.6012630900438,-3.20901906118955,0.00133188662029519,0.358596403289618
"ENSMUSG00000022101",4.28059697910052,4.83321489367983,1.51172515062103,3.19715187095638,0.00138791831336973,0.35876334967836
"ENSMUSG00000027699",158.282683460206,-0.879497570112553,0.275103766833384,-3.19696665820362,0.00138880978636737,0.35876334967836
"ENSMUSG00000103088",51.091055674203,-2.45188679446288,0.76512790077879,-3.2045450073997,0.00135276138600489,0.35876334967836
"ENSMUSG00000068328",3079.34272788663,0.242580606839811,0.0762085784180224,3.18311418314613,0.00145700144651459,0.366474205941748
"ENSMUSG00000029641",126.170298979777,-1.02674625836236,0.322397865423972,-3.18471791682655,0.00144895171563416,0.366474205941748
"ENSMUSG00000039899",52.3998967655701,0.972486239579073,0.306367027665423,3.1742522914088,0.0015022305341257,0.372943362212298
"ENSMUSG00000001739",253.969477840782,-0.525764377362226,0.166007809286204,-3.16710629230573,0.00153964031672674,0.37733031146857
"ENSMUSG00000086843",4.22162659400529,-4.97767573400792,1.57530968044031,-3.15980774816074,0.00157873273941922,0.382013355021998
"ENSMUSG00000063450",7020.99466098871,-0.262754964846954,0.0836600009107176,-3.14074781241478,0.00168517072116584,0.398800971682598
"ENSMUSG00000053877",1964.84321735251,-0.493222332147747,0.157080266030407,-3.13993822783742,0.00168983462577372,0.398800971682598
"ENSMUSG00000028124",6809.98863266506,-0.960940176689612,0.307353323440056,-3.12650003564066,0.00176900483016369,0.407836641262337
"ENSMUSG00000006014",13.0461255148217,3.41185000515339,1.09137177010274,3.12620327794642,0.0017707910245226,0.407836641262337
"ENSMUSG00000027966",28.727349249488,-1.59493669742807,0.510907087497838,-3.12177446047823,0.00179764598277381,0.409092864365526
"ENSMUSG00000018398",622.253110848164,-0.368336198872684,0.118595349187084,-3.10582330080782,0.00189750066099331,0.421774681808699
"ENSMUSG00000045094",117.996589262619,-0.816284040918808,0.262579850545751,-3.10870784343212,0.00187907427588455,0.421774681808699
"ENSMUSG00000117840",3.63520654226182,-5.79082072225516,1.8717695525736,-3.09376798778089,0.00197631973430915,0.431740791446539
"ENSMUSG00000023092",4331.0172901968,-0.972111718943468,0.31455618534646,-3.09042315563676,0.00199871516421714,0.431740791446539
"ENSMUSG00000031858",1586.45479872197,0.254182839927055,0.082293453847527,3.08873705067726,0.00201009261554415,0.431740791446539
"ENSMUSG00000028378",541.285953326031,0.326822923706069,0.106591896373158,3.06611416839722,0.00216860492313728,0.438154997452658
"ENSMUSG00000025491",121.020770173303,-0.945492577836642,0.30945458576463,-3.05535164554252,0.0022479678499341,0.438154997452658
"ENSMUSG00000054499",1093.07136668759,-0.936166179336762,0.305186181430821,-3.06752479731449,0.00215839551768489,0.438154997452658
"ENSMUSG00000020676",6.35270448679645,5.85011151710898,1.90977617125731,3.0632445860174,0.00218951023891665,0.438154997452658
"ENSMUSG00000060969",1381.66707873855,-0.544637384019839,0.178669581461341,-3.04829383695446,0.00230144769014567,0.438154997452658
"ENSMUSG00000040502",650.701688212278,0.37017197342038,0.12162445531855,3.04356531300266,0.00233792685395329,0.438154997452658
"ENSMUSG00000023120",1699.03610532933,-0.393212496532091,0.129133035342664,-3.04501861579164,0.00232665908186455,0.438154997452658
"ENSMUSG00000021868",1822.40268018795,0.210452944072633,0.0691446004912655,3.04366418458398,0.00233715869981812,0.438154997452658
"ENSMUSG00000048000",1603.33904025425,-0.335649536535424,0.110070457052634,-3.0494062214616,0.00229294207101229,0.438154997452658
"ENSMUSG00000027552",778.516280997892,-0.270280540197116,0.088661282555785,-3.04846188105905,0.00230016092511096,0.438154997452658
"ENSMUSG00000118332",141.94400291279,-1.08082172587244,0.350952476789368,-3.07968114589234,0.00207222312349333,0.438154997452658
"ENSMUSG00000025885",5205.51284511209,-0.207459462289226,0.0679584087543878,-3.05274161199118,0.00226761100550814,0.438154997452658
"ENSMUSG00000040548",3111.39129747223,0.305588706985462,0.0996165474218574,3.06765005307152,0.00215749111443899,0.438154997452658
"ENSMUSG00000053192",546.917670697509,0.402568892624234,0.132677693177593,3.03418670450793,0.00241185116983409,0.447620844296587
"ENSMUSG00000035699",2610.2900365759,0.565470421473508,0.186714751278222,3.0285256928142,0.0024575017940233,0.451707733601437
"ENSMUSG00000029470",679.287869996135,0.423950718311121,0.140570030940427,3.01593956745155,0.00256184313221167,0.46640184109865
"ENSMUSG00000097762",131.746623155109,0.690351492675272,0.229183948864122,3.01221571622612,0.00259348227312132,0.467707614462143
"ENSMUSG00000037868",23.8128707594183,4.77688194229036,1.58937978599706,3.00550062632997,0.00265144050011938,0.47078457226731
"ENSMUSG00000079042",814.407300694346,-0.47616926092388,0.158483080221999,-3.00454319954455,0.00265979984331813,0.47078457226731
"ENSMUSG00000035572",480.210833193412,1.07462948036187,0.359415025281316,2.98994033296395,0.00279031946937272,0.484906790695717
"ENSMUSG00000085667",85.4188201924105,-1.8342723628816,0.61327161590992,-2.99096243050489,0.00278099705668493,0.484906790695717
"ENSMUSG00000024181",1386.35614113638,-0.464051423706092,0.156078208265657,-2.9731980451508,0.00294714224953573,0.507545686865991
"ENSMUSG00000009376",2786.69024917649,-0.321639298624968,0.108548557305469,-2.96309141833949,0.00304566100285667,0.519829069023286
"ENSMUSG00000027364",210.531933831523,-10.566308748445,3.57710304801668,-2.95387317799063,0.00313812938662788,0.53087151641397
"ENSMUSG00000000088",5198.46153407378,0.256613291833775,0.0869630946501941,2.9508298073567,0.00316921493095391,0.531427303685219
"ENSMUSG00000041831",16.9222179907756,1.63890026469197,0.556206437324968,2.94656831476841,0.00321321433741221,0.534120045860624
"ENSMUSG00000045827",763.311303901988,-0.506078278655591,0.172129739869864,-2.94009785315544,0.00328108608948075,0.536290561464167
"ENSMUSG00000040808",5266.27179190086,0.398530320953978,0.135555656334014,2.93997559181142,0.00328238102591063,0.536290561464167
"ENSMUSG00000023008",522.173035807927,-0.384376199985109,0.131913183566839,-2.91385735369163,0.00356992989189312,0.561790140412275
"ENSMUSG00000034254",2369.11024747509,0.207577177822755,0.0712709470349245,2.9125076410313,0.00358539428386156,0.561790140412275
"ENSMUSG00000026395",110.699128727939,-0.603707084804276,0.207216858925067,-2.91340718094074,0.00357508100905601,0.561790140412275
"ENSMUSG00000039914",652.490152053117,0.311602730328165,0.106903559413303,2.9148022015195,0.00355914038815355,0.561790140412275
"ENSMUSG00000014245",225.852913803149,0.391728642204343,0.13417838281458,2.91946164491839,0.00350636539893019,0.561790140412275
"ENSMUSG00000117450",4.04438276477366,-4.51015182787496,1.55261940484829,-2.90486632705435,0.00367409976363384,0.571008870582313
"ENSMUSG00000026883",807.528231805044,-0.715721643603243,0.247219168457856,-2.89508960032464,0.00379050320269411,0.584348864699198
"ENSMUSG00000049119",34.1835166746605,-2.43268099468679,0.841770081012734,-2.8899589680831,0.00385292113022971,0.58921952260377
"ENSMUSG00000062329",23.0345478469617,1.82855638991135,0.636071361484424,2.87476610429996,0.00404326897206516,0.613421664047601
"ENSMUSG00000055799",188.31775376199,-0.854093457115667,0.298001494634491,-2.86607105163429,0.00415600956360277,0.617801209004456
"ENSMUSG00000047344",48.4056038982204,-1.31868967742066,0.460585618707217,-2.86307175877959,0.00419555532450613,0.617801209004456
"ENSMUSG00000023861",2301.80931080025,0.694935678754604,0.242161469170272,2.86972027852197,0.00410835061095926,0.617801209004456
"ENSMUSG00000078887",71.6946783740939,-0.695460051293548,0.24294445280697,-2.86262988620745,0.00420141018887734,0.617801209004456
"ENSMUSG00000030091",518.967943882129,-0.357946308868341,0.125498638733328,-2.85219276066366,0.0043418762531371,0.627207864026016
"ENSMUSG00000073399",11.6358955751974,2.12881459208557,0.746797753828608,2.85059051285543,0.00436381282252878,0.627207864026016
"ENSMUSG00000015942",167.747136127576,-0.861002238676011,0.301712572965512,-2.85371680143548,0.00432110324754009,0.627207864026016
"ENSMUSG00000025333",3.40921549551502,-5.21617759211597,1.83388725568379,-2.84432839366183,0.00445051521935211,0.627475949207047
"ENSMUSG00000062929",912.201326532398,0.382786216229771,0.134443633328059,2.84718738071981,0.00441073917803127,0.627475949207047
"ENSMUSG00000036169",1737.68147506298,-0.337585742584478,0.118728021838744,-2.84335355172501,0.0044641519717597,0.627475949207047
"ENSMUSG00000039285",922.365363828006,-0.499953014722916,0.176605849356021,-2.83089725819363,0.00464176287430927,0.647678387629898
"ENSMUSG00000021319",16.4999847972176,2.90823101342358,1.02919104739686,2.8257445697564,0.00471708626186981,0.653418992622488
"ENSMUSG00000082884",6532.99472878757,0.70734461844941,0.250834172025525,2.81996911639866,0.00480282716460967,0.66050966963078
"ENSMUSG00000053604",339.150364212452,0.416342826792081,0.147890831820618,2.81520376663429,0.00487463149249895,0.665596111504357
"ENSMUSG00000048758",21.7650281403769,2.09511990443417,0.748051606269431,2.80076920746502,0.00509809651731511,0.672104917413763
"ENSMUSG00000020641",282.943794853529,-0.652198555000011,0.23250335293576,-2.80511462206831,0.00502986894242647,0.672104917413763
"ENSMUSG00000044860",17.7524480930283,1.20071085546268,0.428381097694133,2.80290344724779,0.00506448286398843,0.672104917413763
"ENSMUSG00000114278",13.2043736490548,4.82044515266441,1.72006728722274,2.80247475693094,0.00507121848750732,0.672104917413763
"ENSMUSG00000022286",291.643909606517,-0.506499132218388,0.180276370331879,-2.80957027970971,0.00496076868412001,0.672104917413763
"ENSMUSG00000049511",79.0388809625328,-1.67821140241392,0.601600764896248,-2.78957657692364,0.00527770139497501,0.674878156185564
"ENSMUSG00000106181",206.464204731556,-0.350395770992009,0.125564218225473,-2.79057024321063,0.00526152819527816,0.674878156185564
"ENSMUSG00000075297",18.5206889945593,-1.53247420584201,0.549243212606836,-2.79015592849757,0.00526826625145283,0.674878156185564
"ENSMUSG00000031365",354.116807491205,0.372731134884801,0.133668365230309,2.78847679660472,0.00529565408180763,0.674878156185564
"ENSMUSG00000031145",131.12406981931,0.55780339601665,0.199885199140647,2.79061880726926,0.00526073890137852,0.674878156185564
"ENSMUSG00000108900",4.08620503062953,-5.16733635304096,1.85723890749197,-2.78226798512367,0.00539804464923991,0.683371003409735
"ENSMUSG00000035133",1551.00066857317,-0.468403483801225,0.16850095888763,-2.7798268145975,0.00543878955934366,0.683999350107982
"ENSMUSG00000112289",85.8723341577391,-0.651783909653453,0.235140353451284,-2.77189304212085,0.0055731345416165,0.691940676096765
"ENSMUSG00000018830",469.257814237485,1.16584156958806,0.420604576828071,2.77182330820098,0.00557432852683103,0.691940676096765
"ENSMUSG00000074527",152.379378336401,-0.680144851973824,0.24610102452643,-2.7636815136492,0.00571532942144468,0.704866046582816
"ENSMUSG00000033272",790.415048881772,-0.498373731717745,0.180734523593484,-2.75749049937305,0.00582469059032866,0.710112549485861
"ENSMUSG00000022949",12.2037572136948,2.66945109458323,0.968219864000733,2.75707119202546,0.00583216521601173,0.710112549485861
"ENSMUSG00000053964",161.567523258366,0.649337212142328,0.236173599130666,2.74940643040747,0.00597033060934022,0.722334429924986
"ENSMUSG00000025762",1332.89535114553,-0.331335080837937,0.120880424084136,-2.74101520861078,0.00612496723528335,0.727235240184326
"ENSMUSG00000028517",1248.84864441182,-0.316957223303919,0.115623398697239,-2.74128962541463,0.00611985366158518,0.727235240184326
"ENSMUSG00000029560",2313.65188096769,0.301871890051328,0.109999959092275,2.74429093012752,0.00606417682395072,0.727235240184326
"ENSMUSG00000051550",683.476484216691,0.606955183309674,0.221807228680983,2.73640848821313,0.00621138684146154,0.732943647292461
"ENSMUSG00000032311",113.557958303161,1.05719932868241,0.387075325039751,2.73124960516106,0.00630946655684439,0.733821832993837
"ENSMUSG00000021458",1100.63716899597,-0.555095820321404,0.203270070847212,-2.73082907881034,0.00631752264335375,0.733821832993837
"ENSMUSG00000026255",2887.17966528756,-0.335002657363996,0.122712906390056,-2.72997085000296,0.00633399259489345,0.733821832993837
"ENSMUSG00000037406",18.8904594163549,1.33133195154288,0.488235485338472,2.72682341108395,0.00639472517025993,0.736394978040294
"ENSMUSG00000073144",4.10159857315531,-5.00532701434016,1.83886503972348,-2.72196540051294,0.00648949364500617,0.742396861060391
"ENSMUSG00000019990",230.885460770958,-0.509228794831713,0.18720365612167,-2.72018616185972,0.00652451729745478,0.742396861060391
"ENSMUSG00000033475",295.122920806882,0.839092264508018,0.309506000039098,2.7110694603724,0.00670665752246078,0.749733714616141
"ENSMUSG00000021263",1124.97991026174,0.59384681930673,0.2190264865959,2.71130139800109,0.00670196760989539,0.749733714616141
"ENSMUSG00000021136",67.6698633872314,1.44613148575072,0.532999767075671,2.7131934666407,0.00666381887651152,0.749733714616141
"ENSMUSG00000005763",4.62386234511876,-2.81925595997318,1.04746749869335,-2.69149731470429,0.00711320709655154,0.756084012826439
"ENSMUSG00000001555",55.5386845725397,-0.852902795550344,0.31678141250877,-2.69240164312587,0.0070939456510739,0.756084012826439
"ENSMUSG00000030513",403.750338977314,-0.714465036914426,0.264867475261887,-2.69744345245863,0.00698741510065787,0.756084012826439
"ENSMUSG00000022123",230.662067395504,-0.857573192451256,0.318318392921889,-2.69407364299458,0.00705845672912827,0.756084012826439
"ENSMUSG00000043088",431.932307228481,-0.411288865184345,0.152827007825696,-2.6912053768234,0.00711943514902485,0.756084012826439
"ENSMUSG00000021594",792.041616856692,0.387975648170394,0.143680119463712,2.70027370257291,0.00692824524008597,0.756084012826439
"ENSMUSG00000053580",1942.47494653342,0.951166541339139,0.352983535108588,2.69464846581734,0.00704629274035627,0.756084012826439
"ENSMUSG00000021276",334.725344843255,0.359735402685667,0.13318003456053,2.70112110927683,0.0069106169263253,0.756084012826439
"ENSMUSG00000029860",1309.11447752574,0.241503512967305,0.0897303650123684,2.6914357579401,0.00711451990977618,0.756084012826439
"ENSMUSG00000052293",233.493101365082,-1.40372097936634,0.527790876625115,-2.65961584698515,0.00782298215837292,0.769230185299303
"ENSMUSG00000032290",1010.94541061938,-0.221598054733838,0.0831678832695683,-2.6644666910132,0.00771105024713523,0.769230185299303
"ENSMUSG00000058258",1439.68337713532,-1.347554405383,0.509371417303354,-2.64552418845378,0.00815644553605648,0.769230185299303
"ENSMUSG00000092243",26.6809800071757,2.84550563271632,1.06873404502683,2.66250115822303,0.00775623026685779,0.769230185299303
"ENSMUSG00000020709",717.664705306886,0.262351986807401,0.0981189759095342,2.67381497182859,0.00749938155193953,0.769230185299303
"ENSMUSG00000072905",417.950517049815,-1.04371350742783,0.393707253885759,-2.65098876672129,0.00802565106451663,0.769230185299303
"ENSMUSG00000098747",223.441153607782,0.476785811750345,0.18000450459661,2.64874377904499,0.00807915576933718,0.769230185299303
"ENSMUSG00000020946",2182.21683940018,0.240947604738406,0.090672892846372,2.65732786475277,0.0078762801821679,0.769230185299303
"ENSMUSG00000095930",249.14262555633,-0.548803519185844,0.205543678954033,-2.67000922615858,0.00758491627764109,0.769230185299303
"ENSMUSG00000048572",4066.12217617563,0.577582571451061,0.216782792017082,2.66433772753304,0.00771400737461143,0.769230185299303
"ENSMUSG00000106087",68.8045714482136,0.639955518783053,0.241947842400485,2.64501436521911,0.00816874490561616,0.769230185299303
"ENSMUSG00000041248",5991.20334634977,-0.369450494074013,0.139424410656691,-2.6498264710885,0.00805331227354297,0.769230185299303
"ENSMUSG00000118384",9.91974469069046,-2.61214137976059,0.979378316920749,-2.66714234390382,0.0076499263865391,0.769230185299303
"ENSMUSG00000032278",2921.46906869188,-0.236798134179731,0.0888166960521653,-2.66614437043066,0.00767267358969757,0.769230185299303
"ENSMUSG00000042485",43.532923509506,0.825809270359313,0.311916505208714,2.64753309481567,0.00810814230345946,0.769230185299303
"ENSMUSG00000050520",1484.31360746759,-0.436727434932349,0.163548272432916,-2.670327411202,0.00757773165958748,0.769230185299303
"ENSMUSG00000038729",1972.43947568428,-0.811869805603015,0.304256858989181,-2.66836977250161,0.00762203202627094,0.769230185299303
"ENSMUSG00000027820",5392.04104817495,-0.303486009915422,0.1141304856802,-2.65911432959118,0.00783463716295081,0.769230185299303
"ENSMUSG00000115253",5.12178497661646,2.99898545819365,1.12297427730179,2.67057359977952,0.00757217690896719,0.769230185299303
"ENSMUSG00000042073",5585.27129020774,-0.600174987033667,0.22475103604562,-2.67039920079319,0.0075761114944969,0.769230185299303
"ENSMUSG00000098387",151.76015562906,-0.40652647840511,0.15329861228207,-2.65186013332658,0.00800496943546225,0.769230185299303
"ENSMUSG00000041992",224.371035856439,-0.568589832940636,0.213387401647347,-2.66458951442836,0.00770823485565607,0.769230185299303
"ENSMUSG00000020340",5564.62555583803,-0.363683190567043,0.137327265746954,-2.64829557763994,0.00808987589792439,0.769230185299303
"ENSMUSG00000021061",225.866521765992,-0.690520305404276,0.261542701971768,-2.64018189075225,0.00828615418719817,0.776461389423922
"ENSMUSG00000007050",169.25517649611,0.50921452748395,0.194276107526555,2.62108673046348,0.00876499602205648,0.779479161154831
"ENSMUSG00000038615",2257.87360983826,0.849144865917884,0.324296546905503,2.61842092991917,0.00883377615936839,0.779479161154831
"ENSMUSG00000097290",439.417175715216,-0.39004243899538,0.148578435266807,-2.62516184327133,0.0086607789544499,0.779479161154831
"ENSMUSG00000003161",2074.68108073761,-0.4885208522942,0.185674909591773,-2.63105474707524,0.00851203227076724,0.779479161154831
"ENSMUSG00000047454",1864.76343333291,-0.39565884604326,0.151138588335914,-2.61785458233794,0.00884845040649708,0.779479161154831
"ENSMUSG00000064127",2482.42983242739,-0.244925144836216,0.0931004186820942,-2.63076308681866,0.0085193401815019,0.779479161154831
"ENSMUSG00000040675",93.470870432086,0.735341156871979,0.279704717087947,2.62899090343466,0.00856386516829057,0.779479161154831
"ENSMUSG00000047963",43.1143603796562,-0.960008534707146,0.366209994032816,-2.62147005911892,0.00875514523652677,0.779479161154831
"ENSMUSG00000030616",504.011142739842,-0.446463584891516,0.16951572698387,-2.6337590784954,0.00844453836065262,0.779479161154831
"ENSMUSG00000058706",632.116426522214,0.925073864641612,0.352752896130078,2.62244158670349,0.00873022320102715,0.779479161154831
"ENSMUSG00000027995",71.0522968094457,-0.943361203148958,0.359743339380975,-2.62231735762568,0.00873340643886262,0.779479161154831
"ENSMUSG00000046876",1145.35703351614,0.961323088292684,0.36616295703795,2.62539688904973,0.00865480180913079,0.779479161154831
"ENSMUSG00000028792",3988.9474381575,0.261997415415641,0.100078900811967,2.61790860301208,0.00884704977464292,0.779479161154831
"ENSMUSG00000050295",381.773214169716,-0.408368206879539,0.156111573968361,-2.61587399639122,0.00889993941003352,0.780418540193581
"ENSMUSG00000029819",231.831979884341,-0.858559824999283,0.328864219751649,-2.61068177513397,0.00903619349489001,0.787050351928358
"ENSMUSG00000018537",516.624714498433,0.663555414668415,0.254626473311078,2.60599538626035,0.00916076955876079,0.787050351928358
